id,premise,conclusion,premises-FOL,conclusion-FOL,label
40,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.",James does not have a high income.,"∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)",-all x(HighIncome(x) -> x = james),Uncertain
41,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.",James is a student.,"∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)",Student(james),False
42,"Everyone at the business conference is either an investor or an entrepreneur.
None of those at the business conference who enjoy the opportunity of starting a business prefer a planned economy. 
All entrepreneurs at the business conference enjoy the opportunity of starting a business. 
Everyone at the business conference who enjoys state ownership of means of production prefers a planned economy. 
Everyone at the business conference who is an ardent communist prefers state ownership of the means of production.
Ho is at the business conference and prefers state ownership of the means of production.",Ho is not an ardent communist.,"∀x (At(x, businessConference) → (Investor(x) ⊕ Entrepreneur(x)))
∀x ((At(x, businessConference) ∧ Enjoy(x, opportunityOfStartingOwnBusiness)) → ¬Prefer(x, plannedEconomy))
∀x ((At(x, businessConference) ∧ Entrepreneur(x)) → Enjoy(x, opportunityOfStartingOwnBusiness))
∀x ((At(x, businessConference) ∧ Enjoy(x, stateOwnershipOfMeansOfProduction)) → Prefer(x, plannedEconomy))
∀x ((At(x, businessConference) ∧ ArdentCommunist(x)) → Prefer(x, stateOwnershipOfMeansOfProduction))
At(ho, businessConference) ∧ Prefer(ho, stateOwnershipOfMeansOfProduction)",-all x (x = ho -> ArdentCommunist(x)),Uncertain
43,"No television stars are certified public accountants.
All certified public accountants have good business sense.",All television stars have good business sense.,"∀x (TelevisionStar(x) → ¬CertifiedPublicAccoutant(x))
∀x (CertifiedPublicAccoutant(x) → Have(x, goodBusinessSense))","all x (TelevisionStar(x) -> Have(x,goodBusinessSense))",Uncertain
44,"Some students in the class who are good at math are also good at chemistry.
All students in the class who are good at chemistry enjoy conducting experiments. 
All students in the class that enjoy conducting experiments are good at planning. 
None of the students who are good at planning failed the class.
James is a student in the class; he is either good at chemistry and failed the class, or bad at chemistry and passed the class.",James is good at planning.,"∃x ∃y (StudentInTheClass(x) ∧ GoodAt(x, math) ∧ GoodAt(x, chemistry) ∧ (¬(x=y)) ∧ StudentInTheClass(y) ∧ GoodAt(y, math) ∧ GoodAt(y, chemistry))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, chemistry)) → Enjoy(x, conductingExperiment))
∀x ((StudentInTheClass(x) ∧ Enjoy(x, conductingExperiment)) → GoodAt(x, planning))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, planning)) → ¬Failed(x, theClass))
StudentInTheClass(james) ∧ (¬(GoodAt(james, chemistry) ⊕ Failed(james, theClass)))","GoodAt(james,planning)",Uncertain
45,"Some students in the class who are good at math are also good at chemistry.
All students in the class who are good at chemistry enjoy conducting experiments. 
All students in the class that enjoy conducting experiments are good at planning. 
None of the students who are good at planning failed the class.
James is a student in the class; he is either good at chemistry and failed the class, or bad at chemistry and passed the class.",James is good at math and chemistry.,"∃x ∃y (StudentInTheClass(x) ∧ GoodAt(x, math) ∧ GoodAt(x, chemistry) ∧ (¬(x=y)) ∧ StudentInTheClass(y) ∧ GoodAt(y, math) ∧ GoodAt(y, chemistry))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, chemistry)) → Enjoy(x, conductingExperiment))
∀x ((StudentInTheClass(x) ∧ Enjoy(x, conductingExperiment)) → GoodAt(x, planning))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, planning)) → ¬Failed(x, theClass))
StudentInTheClass(james) ∧ (¬(GoodAt(james, chemistry) ⊕ Failed(james, theClass)))","GoodAt(james,math) & GoodAt(james,chemistry)",False
46,"Some students in the class who are good at math are also good at chemistry.
All students in the class who are good at chemistry enjoy conducting experiments. 
All students in the class that enjoy conducting experiments are good at planning. 
None of the students who are good at planning failed the class.
James is a student in the class; he is either good at chemistry and failed the class, or bad at chemistry and passed the class.","If James is good at Chemistry or failed the class, then James is either good at planning or good at math.","∃x ∃y (StudentInTheClass(x) ∧ GoodAt(x, math) ∧ GoodAt(x, chemistry) ∧ (¬(x=y)) ∧ StudentInTheClass(y) ∧ GoodAt(y, math) ∧ GoodAt(y, chemistry))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, chemistry)) → Enjoy(x, conductingExperiment))
∀x ((StudentInTheClass(x) ∧ Enjoy(x, conductingExperiment)) → GoodAt(x, planning))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, planning)) → ¬Failed(x, theClass))
StudentInTheClass(james) ∧ (¬(GoodAt(james, chemistry) ⊕ Failed(james, theClass)))","(((GoodAt(james,chemistry) | Failed(james,theClass)) -> (GoodAt(james,planning) | GoodAt(james,math))))",True
48,"All people who attend weddings are getting married or know the people who are getting married.
No preteens or young children are getting married or know the people who are getting married.
People who enjoy celebrating life milestone events with other people attend weddings.
People who are fond of large group functions enjoy celebrating life milestone events with other people.
All people who are outgoing and spirited are fond of large group functions.
If Carol is not both a pre-teen or young child and attends a wedding, then Carol is not getting married or knows the people who are getting married.",Carol is a preteen or a young child.,"∀x (Attend(x, wedding) → GettingMarried(x) ∨ (∃y (Know(x, y) ∧ GettingMarried(y)))
∀x (PreTeen(x) ∨ YoungChild(x) → ¬(GettingMarried(x) ⊕ (∃y (Know(x, y) ∧ GettingMarried(y)))))
∀x (∃y ∃z (¬(x=y) ∧ ¬(x=z) ∧ ¬(y=z) ∧ Enjoy(x, celebratingLifeMileStoneEvent, y) ∧ Enjoy(x, celebratingLifeStoneEvent, z)) → Attend(x, wedding))
∀x (FondOf(x, largeGroupFunction) → ∃y ∃z (¬(x=y) ∧ ¬(x=z) ∧ ¬(y=z) ∧ Enjoy(x, celebratingLifeMileStoneEventWith, y) ∧ Enjoy(x, celebratingLifeStoneEvent, z)))
∀x (Outgoing(x) ∧ Sprited(x)  → FondOf(x, largeGroupFunction))
¬((PreTeen(carol) ∨ YoungChildren(carol)) ∧ Attend(carol, wedding)) → ¬(GettingMarried(carol) ∨ (∃y (Know(carol, y) ∧ GettingMarried(y))))",PreTeen(carol) | YoungChild(carol),Uncertain
49,"All velvet-finish lipsticks in the Rouge Dior set, Lunar New Year Limited Edition are refillable.
Lipsticks in the Rouge Dior set, Lunar New Year Limited Edition have either a velvet-finish or a satin-finish.
No satin-finish lipsticks in the set do not have ""rosewood"" in its offical description. 
Lipstcks in the Rouge Dior set, Lunar New Year Limited Edition either does not have ""rosewood"" in its offical description or it has ""rosewood"" in its official description. 
ROUGE Dior Colored Lip Balm 999 is a lipstick in the set, and it either has ""rosewood"" in its official description or has a velvet finish.","If ROUGE Dior Colored Lip Balm 999 is not both a velvet finish ipstick in the set and refillable, then it neither is refillable nor has ""rosewood"" in its official description.","∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ VelvetFinish(x)) → Refillable(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (VelvetFinish(x) ⊕ SatinFinish(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ SatinFinish(x)) → ¬RosewoodInDescription(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (RosewoodInDescription(x) ⊕ ¬RosewoodInDescription(x)))
Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ (RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ VelvetFinish(rougeDiorColoredLipBalm999))","all x (x = rougeDiorColoredLipBalm999 -> ( - ( VelvetFinish(x) & Lipstick(x) & In(x,rougeDiorSet) & In(x,lunarNewYearLimitedEdition) & Refillable(x) ) -> ( -Refillable(x) & -RosewoodInDescription(x) )))",True
50,"All Senate Republicans are elected officials.
Some elected officials are not conservatives.",Some conservatives are not Senate Republicans.,"∀x (SenateRepublican(x) → ElectedOfficial(x))
∃x ∃y (ElectedOfficial(x) ∧ ElectedOfficial(y) ∧ ¬Conservative(x) ∧ ¬Conservative(y) ∧ ¬(x=y))",exists x (Conservative(x) & -SenateRepublican(x)),Uncertain
51,"All kids are young.
All toddlers are kids.
If someone is young, then they are not elderly.
All pirates are seafarers.
If Nancy is not a pirate, then Nancy is young.
If Nancy is not a toddler, then Nancy is a seafarer.",Nancy is a pirate.,"∀x (Kid(x) → Young(x))
∀x (Toddler(x) → Kid(x))
∀x (Young(x) → ¬Elderly(x))
∀x (Pirate(x) → Seafarer(x))
¬Pirate(nancy) → Young(nancy)
¬Toddler(nancy) → Seafarer(nancy)",Pirate(nancy),Uncertain
52,"Lana Wilson directed After Tiller, The Departure, and Miss Americana.
If a film is directed by a person, the person is a filmmaker.
After Tiller is a documentary.
The documentary is a type of film.
Lana Wilson is from Kirkland.
Kirkland is a US city.
If a person is from a city in a country, the person is from the country.
After Tiller is nominated for the Independent Spirit Award for Best Documentary.",Lana Wilson is a US filmmaker.,"DirectedBy(afterTiller, lanaWilson) ∧ DirectedBy(theDeparture, lanaWilson) ∧ DirectedBy(missAmericana, lanaWilson)
∀x ∀y (DirectedBy(x, y) → Filmmaker(y))
Documentary(afterTiller)
∀x (Documentary(x) → Film(x))
From(lanaWilson, kirkland)
In(kirkland, unitedStates)
∀x ∀y ∀z ((From(x, y) ∧ In(y, z)) → From(x, z))
Nomination(afterTiller, theIndependentSpiritAwardForBestDocumentary)","Filmmaker(lanaWilson) & From(lanaWilson, unitedStates)",True
54,"Lana Wilson directed After Tiller, The Departure, and Miss Americana.
If a film is directed by a person, the person is a filmmaker.
After Tiller is a documentary.
The documentary is a type of film.
Lana Wilson is from Kirkland.
Kirkland is a US city.
If a person is from a city in a country, the person is from the country.
After Tiller is nominated for the Independent Spirit Award for Best Documentary.",Lana Wilson has won the Independent Spirit Award.,"DirectedBy(afterTiller, lanaWilson) ∧ DirectedBy(theDeparture, lanaWilson) ∧ DirectedBy(missAmericana, lanaWilson)
∀x ∀y (DirectedBy(x, y) → Filmmaker(y))
Documentary(afterTiller)
∀x (Documentary(x) → Film(x))
From(lanaWilson, kirkland)
In(kirkland, unitedStates)
∀x ∀y ∀z ((From(x, y) ∧ In(y, z)) → From(x, z))
Nomination(afterTiller, theIndependentSpiritAwardForBestDocumentary)","∃x (Won(lanaWilson,x) & Award(x) & Name(x,theIndependentSpiritAward))",Uncertain
56,"If a person is the leader of a country for life, that person has power.
Leaders of a country for life are either a king or a queen.
Queens are female.
Kings are male. 
Elizabeth is a queen.
Elizabeth is a leader of a country for life.",Elizabeth is a king.,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",King(elizabeth),False
57,"If a person is the leader of a country for life, that person has power.
Leaders of a country for life are either a king or a queen.
Queens are female.
Kings are male. 
Elizabeth is a queen.
Elizabeth is a leader of a country for life.",Elizabeth has power.,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",HavePower(elizabeth),True
58,"If a person is the leader of a country for life, that person has power.
Leaders of a country for life are either a king or a queen.
Queens are female.
Kings are male. 
Elizabeth is a queen.
Elizabeth is a leader of a country for life.",Elizabeth is a leader of a country for life.,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",Leader(elizabeth),True
59,"All people who went to Clay's school and who make their own matcha teas every morning with ceremonial-grade matcha powder do not wake up late and start their schedules past noon regularly.
All people who went to Clay's school, who live in California, and attend yoga classes regularly, make their own matcha teas every morning with ceremonial-grade matcha powder.
All people who went to Clay's school, and work in the entertainment industry as high-profile celebrities, wake up late and start their schedules past noon regularly.
All people who went to Clay's school that do not have regular 9-5 jobs, work in the entertainment industry as high-profile celebrities.
All people who went to Clay's school and prefer working at home over going to the office daily do not have regular 9-5 jobs.
Bunny went to Clay's school, and she either prefers to work at home over going to the office and makes her own matcha teas every morning with ceremonial-grade matcha powder, or does not prefer to work at home over going to the office every day and does not make her own matcha teas every morning with ceremonial-grade matcha powder.",Bunny does not have a regular 9-5 job.,"∀x (GoTo(x, claysSchool) ∧ MakeWith(x, theirOwnMatchTea, ceremonialGradePowder) → ¬(WakeUpLate(x) ∧ StartPastNoonRegularly(x, schedule)))
∀x (GoTo(x, claysSchool) ∧ LiveIn(x, california) ∧ AttendRegularly(x, yogaClass) → MakeWith(x, ownMatch, ceremonialGradePowder))
∀x (GoTo(x, claysSchool) ∧ WorkInAs(x, entertainmentIndustry, highProfileCelebrity) → (WakeUpLate(x) ∧ StartPastNoonRegularly(x, schedule)))
∀x (GoTo(x, claysSchool) ∧ ¬(Have(x, y) ∧ Regular(y) ∧ NineToFiveJob(y)) → WorkInAs(x, entertainmentIndustry, highProfileCelebrity))
∀x (GoTo(x, claysSchool) ∧ Prefer(x, workingAtHome, goingToTheOffice) → ¬(Have(x, y) ∧ Regular(y) ∧ NineToFiveJob(y)))
GoTo(bunny, claysSchool) ∧ ¬(Prefer(bunny, workingAtHome, goingToTheOffice) ⊕ MakeWith(bunny, theirOwnMatchTea, ceremonialGradePowder))","-(exists y (Have(bunny,y) & Regular(y) & NineToFiveJob(y)))",Uncertain
