id,premise,conclusion,label,prover9
77,"∃x ∃y (StudentInTheClass(x) ∧ GoodAt(x, math) ∧ GoodAt(x, chemistry) ∧ (¬(x=y)) ∧ StudentInTheClass(y) ∧ GoodAt(y, math) ∧ GoodAt(y, chemistry))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, chemistry)) → Enjoy(x, conductingExperiment))
∀x ((StudentInTheClass(x) ∧ Enjoy(x, conductingExperiment)) → GoodAt(x, planning))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, planning)) → ¬Failed(x, theClass))
StudentInTheClass(james) ∧ (¬(GoodAt(james, chemistry) ⊕ Failed(james, theClass)))","Failed(james, james) ∧ GoodAt(james, math)",False,False
78,"∃x ∃y (StudentInTheClass(x) ∧ GoodAt(x, math) ∧ GoodAt(x, chemistry) ∧ (¬(x=y)) ∧ StudentInTheClass(y) ∧ GoodAt(y, math) ∧ GoodAt(y, chemistry))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, chemistry)) → Enjoy(x, conductingExperiment))
∀x ((StudentInTheClass(x) ∧ Enjoy(x, conductingExperiment)) → GoodAt(x, planning))
∀x ((StudentInTheClass(x) ∧ GoodAt(x, planning)) → ¬Failed(x, theClass))
StudentInTheClass(james) ∧ (¬(GoodAt(james, chemistry) ⊕ Failed(james, theClass)))","(GoodAt(james, chemistry) ∨ Failed(james, theClass)) → (GoodAt(james, planning) ⊕ GoodAt(james, math))",True,True
82,"∀x (Rent(x, car) → Spend(x, money))
GoTo(sarah, vermont) → DriveTo(sarah, vermont)
∀x ∀y (¬Own(x, car) ∧ DriveTo(x, y) → Borrow(x, car) ⊕ Rent(x, car))
¬Own(sarah, car)
∀x (Camping(sarah, x) → ¬(Borrow(sarah, car)))
Camping(sarah, vermont)
∀x ∀y (Camping(x, y) → GoTo(x, y))","Spend(sarah, money)",True,True
83,"∀x (Attend(x, wedding) → GettingMarried(x) ∨ (∃y (Know(x, y) ∧ GettingMarried(y)))
∀x (PreTeen(x) ∨ YoungChild(x) → ¬(GettingMarried(x) ⊕ (∃y (Know(x, y) ∧ GettingMarried(y)))))
∀x (∃y ∃z (¬(x=y) ∧ ¬(x=z) ∧ ¬(y=z) ∧ Enjoy(x, celebratingLifeMileStoneEvent, y) ∧ Enjoy(x, celebratingLifeStoneEvent, z)) → Attend(x, wedding))
∀x (FondOf(x, largeGroupFunction) → ∃y ∃z (¬(x=y) ∧ ¬(x=z) ∧ ¬(y=z) ∧ Enjoy(x, celebratingLifeMileStoneEventWith, y) ∧ Enjoy(x, celebratingLifeStoneEvent, z)))
∀x (Outgoing(x) ∧ Sprited(x)  → FondOf(x, largeGroupFunction))
¬((PreTeen(carol) ∨ YoungChildren(carol)) ∧ Attend(carol, wedding)) → ¬(GettingMarried(carol) ∨ (∃y (Know(carol, y) ∧ GettingMarried(y))))",Outgoing(carol) ∧ Sprited(carol),False,False
84,"∀x (Attend(x, wedding) → GettingMarried(x) ∨ (∃y (Know(x, y) ∧ GettingMarried(y)))
∀x (PreTeen(x) ∨ YoungChild(x) → ¬(GettingMarried(x) ⊕ (∃y (Know(x, y) ∧ GettingMarried(y)))))
∀x (∃y ∃z (¬(x=y) ∧ ¬(x=z) ∧ ¬(y=z) ∧ Enjoy(x, celebratingLifeMileStoneEvent, y) ∧ Enjoy(x, celebratingLifeStoneEvent, z)) → Attend(x, wedding))
∀x (FondOf(x, largeGroupFunction) → ∃y ∃z (¬(x=y) ∧ ¬(x=z) ∧ ¬(y=z) ∧ Enjoy(x, celebratingLifeMileStoneEventWith, y) ∧ Enjoy(x, celebratingLifeStoneEvent, z)))
∀x (Outgoing(x) ∧ Sprited(x)  → FondOf(x, largeGroupFunction))
¬((PreTeen(carol) ∨ YoungChildren(carol)) ∧ Attend(carol, wedding)) → ¬(GettingMarried(carol) ∨ (∃y (Know(carol, y) ∧ GettingMarried(y))))",PreTeen(carol) ∨ YoungChild(carol),Uncertain,False
86,"∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ VelvetFinish(x)) → Refillable(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (VelvetFinish(x) ⊕ SatinFinish(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ SatinFinish(x)) → ¬RosewoodInDescription(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (RosewoodInDescription(x) ⊕ ¬RosewoodInDescription(x)))
Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ (RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ VelvetFinish(rougeDiorColoredLipBalm999))",SatinFinish(rougeDiorColoredLipBalm999),Uncertain,False
89,"∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ VelvetFinish(x)) → Refillable(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (VelvetFinish(x) ⊕ SatinFinish(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ SatinFinish(x)) → ¬RosewoodInDescription(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (RosewoodInDescription(x) ⊕ ¬RosewoodInDescription(x)))
Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ (RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ VelvetFinish(rougeDiorColoredLipBalm999))","¬((Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ VelvetFinish(rougeDiorColoredLipBalm999) ∧ Refillable(rougeDiorColoredLipBalm999)) → (¬Refillable(rougeDiorColoredLipBalm999) ∧ ¬RosewoodInDescription(rougeDiorColoredLipBalm999)))",True,True
91,"∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ VelvetFinish(x)) → Refillable(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (VelvetFinish(x) ⊕ SatinFinish(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ SatinFinish(x)) → ¬RosewoodInDescription(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (RosewoodInDescription(x) ⊕ ¬RosewoodInDescription(x)))
Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ (RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ VelvetFinish(rougeDiorColoredLipBalm999))",(¬RosewoodInDescription(rougeEDiorColoredLipBalm999) ⊕ Refillable(rougeDiorColoredLipBalm999)) → RosewoodInDescription(rougeDiorColoredLipBalm999),False,False
93,"∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ VelvetFinish(x)) → Refillable(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (VelvetFinish(x) ⊕ SatinFinish(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition) ∧ SatinFinish(x)) → ¬RosewoodInDescription(x))
∀x ((Lipstick(x) ∧ In(x, rougeDiorSet) ∧ In(x, lunarNewYearLimitedEdition)) → (RosewoodInDescription(x) ⊕ ¬RosewoodInDescription(x)))
Lipstick(rougeDiorColoredLipBalm999) ∧ In(rougeDiorColoredLipBalm999, rougeDiorSet) ∧ In(rougeDiorColoredLipBalm999, lunarNewYearLimitedEdition) ∧ (RosewoodInDescription(rougeDiorColoredLipBalm999) ⊕ VelvetFinish(rougeDiorColoredLipBalm999))",(Refillable(rougeDiorColoredLipBalm999) ∨ RosewoodInDescription(rougeDiorColoredLipBalm999)) → (Refillable(rougeEDiorColoredLipBalm999) ⊕ RosewoodInDescription(rougeDiorColoredLipBalm999)),False,False
94,"∀x (SenateRepublican(x) → ElectedOfficial(x))
∃x ∃y (ElectedOfficial(x) ∧ ElectedOfficial(y) ∧ ¬Conservative(x) ∧ ¬Conservative(y) ∧ ¬(x=y))",∃x ∃y (Conservative(x) ∧ Conservative(y) ∧ ¬SenateRepublican(x) ∧ ¬SenateRepublican(y) ∧ ¬(x=y)),Uncertain,False
98,"∀x (Kid(x) → Young(x))
∀x (Toddler(x) → Kid(x))
∀x (Young(x) → ¬Elderly(x))
∀x (Pirate(x) → Seafarer(x))
¬Pirate(nancy) → Young(nancy)
¬Toddler(nancy) → Seafarer(nancy)",Pirate(nancy),Uncertain,False
99,"∀x (Kid(x) → Young(x))
∀x (Toddler(x) → Kid(x))
∀x (Young(x) → ¬Elderly(x))
∀x (Pirate(x) → Seafarer(x))
¬Pirate(nancy) → Young(nancy)
¬Toddler(nancy) → Seafarer(nancy)",¬(Pirate(nancy) ⊕ Toddler(nancy)),False,False
101,"DirectedBy(afterTiller, lanaWilson) ∧ DirectedBy(theDeparture, lanaWilson) ∧ DirectedBy(missAmericana, lanaWilson)
∀x ∀y (DirectedBy(x, y) → Filmmaker(y))
Documentary(afterTiller)
∀x (Documentary(x) → Film(x))
From(lanaWilson, kirkland)
In(kirkland, unitedStates)
∀x ∀y ∀z ((From(x, y) ∧ In(y, z)) → From(x, z))
Nomination(afterTiller, theIndependentSpiritAwardForBestDocumentary)","From(lanaWilson, unitedStates) ∧ Filmmaker(lanaWilson)",True,True
102,"DirectedBy(afterTiller, lanaWilson) ∧ DirectedBy(theDeparture, lanaWilson) ∧ DirectedBy(missAmericana, lanaWilson)
∀x ∀y (DirectedBy(x, y) → Filmmaker(y))
Documentary(afterTiller)
∀x (Documentary(x) → Film(x))
From(lanaWilson, kirkland)
In(kirkland, unitedStates)
∀x ∀y ∀z ((From(x, y) ∧ In(y, z)) → From(x, z))
Nomination(afterTiller, theIndependentSpiritAwardForBestDocumentary)","¬∃x(Filmmaker(x) ∧ From(x, kirkland) ∧ DirectedBy(missAmericana, x))",False,False
103,"DirectedBy(afterTiller, lanaWilson) ∧ DirectedBy(theDeparture, lanaWilson) ∧ DirectedBy(missAmericana, lanaWilson)
∀x ∀y (DirectedBy(x, y) → Filmmaker(y))
Documentary(afterTiller)
∀x (Documentary(x) → Film(x))
From(lanaWilson, kirkland)
In(kirkland, unitedStates)
∀x ∀y ∀z ((From(x, y) ∧ In(y, z)) → From(x, z))
Nomination(afterTiller, theIndependentSpiritAwardForBestDocumentary)","FilmmakerAward(lanaWilson, theIndependentSpiritAwardForBestDocumentary)",Uncertain,False
104,"∀x ((Bear(x) ∧ In(x, zoo)) → ¬Wild(x))
∃x ∃y (Bear(x) ∧ Bear(y) ∧ In(x, zoo) ∧ In(y, zoo) ∧ ¬(x=y))",∃x (Bear(x) ∧ ¬Wild(x)),True,True
105,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",King(elizabeth),False,False
106,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",HavePower(elizabeth),True,True
107,"∀x (Leader(x) → HavePower(x))
∀x (Leader(x) → (King(x) ⊕ Queen(x)))
∀x (Queen(x) → Female(x))
∀x (King(x) → Male(x))
Queen(elizabeth)
Leader(elizabeth)",Leader(elizabeth),True,True
108,"∀x (GoTo(x, claysSchool) ∧ MakeWith(x, theirOwnMatchTea, ceremonialGradePowder) → ¬(WakeUpLate(x) ∧ StartPastNoonRegularly(x, schedule)))
∀x (GoTo(x, claysSchool) ∧ LiveIn(x, california) ∧ AttendRegularly(x, yogaClass) → MakeWith(x, ownMatch, ceremonialGradePowder))
∀x (GoTo(x, claysSchool) ∧ WorkInAs(x, entertainmentIndustry, highProfileCelebrity) → (WakeUpLate(x) ∧ StartPastNoonRegularly(x, schedule)))
∀x (GoTo(x, claysSchool) ∧ ¬(Have(x, y) ∧ Regular(y) ∧ NineToFiveJob(y)) → WorkInAs(x, entertainmentIndustry, highProfileCelebrity))
∀x (GoTo(x, claysSchool) ∧ Prefer(x, workingAtHome, goingToTheOffice) → ¬(Have(x, y) ∧ Regular(y) ∧ NineToFiveJob(y)))
GoTo(bunny, claysSchool) ∧ ¬(Prefer(bunny, workingAtHome, goingToTheOffice) ⊕ MakeWith(bunny, theirOwnMatchTea, ceremonialGradePowder))","Have(bunny, y) ∧ Regular(y) ∧ NineToFiveJob(y)",Uncertain,False
109,"∀x (GoTo(x, claysSchool) ∧ MakeWith(x, theirOwnMatchTea, ceremonialGradePowder) → ¬(WakeUpLate(x) ∧ StartPastNoonRegularly(x, schedule)))
∀x (GoTo(x, claysSchool) ∧ LiveIn(x, california) ∧ AttendRegularly(x, yogaClass) → MakeWith(x, ownMatch, ceremonialGradePowder))
∀x (GoTo(x, claysSchool) ∧ WorkInAs(x, entertainmentIndustry, highProfileCelebrity) → (WakeUpLate(x) ∧ StartPastNoonRegularly(x, schedule)))
∀x (GoTo(x, claysSchool) ∧ ¬(Have(x, y) ∧ Regular(y) ∧ NineToFiveJob(y)) → WorkInAs(x, entertainmentIndustry, highProfileCelebrity))
∀x (GoTo(x, claysSchool) ∧ Prefer(x, workingAtHome, goingToTheOffice) → ¬(Have(x, y) ∧ Regular(y) ∧ NineToFiveJob(y)))
GoTo(bunny, claysSchool) ∧ ¬(Prefer(bunny, workingAtHome, goingToTheOffice) ⊕ MakeWith(bunny, theirOwnMatchTea, ceremonialGradePowder))","LiveIn(bunny, california) ∧ AttendRegularly(bunny, yogaClass)",False,False
111,"English(thomasBarber) ∧ ProfessionalFootballer(thomasBarber)
PlayedFor(thomasBarber, astonVilla) ∧ PlayedIn(astonVilla,theFootballLeague)
PlayedAs(thomasBarber, halfBack) ∧ PlayedAs(thomasBarber, insideLeft)
ScoredTheWinningGoalIn(thomasBarber, facupfinal1913)","PlayedFor(thomasBarber, boltonWanderers) ∧ PlayedIn(boltonWanderers,theFootballLeague)",Uncertain,False
112,"English(thomasBarber) ∧ ProfessionalFootballer(thomasBarber)
PlayedFor(thomasBarber, astonVilla) ∧ PlayedIn(astonVilla,theFootballLeague)
PlayedAs(thomasBarber, halfBack) ∧ PlayedAs(thomasBarber, insideLeft)
ScoredTheWinningGoalIn(thomasBarber, facupfinal1913)","PlayedAs(thomasBarber, insideLeft)",True,True
113,"English(thomasBarber) ∧ ProfessionalFootballer(thomasBarber)
PlayedFor(thomasBarber, astonVilla) ∧ PlayedIn(astonVilla,theFootballLeague)
PlayedAs(thomasBarber, halfBack) ∧ PlayedAs(thomasBarber, insideLeft)
ScoredTheWinningGoalIn(thomasBarber, facupfinal1913)","∃x (English(x) ∧ ProfessionalFootballer(x) ∧ ScoredTheWinningGoalIn(x, facupfinal1913))",True,True
116,"∀x ∀y (PlayIn(y, x, concert) → GoodAtPlaying(y, x))
Play(peter, piano) ∧ Play(peter, violin) ∧ Play(peter, saxophone)
PlayIn(peter, piano, concert)
∃x ∃y (PlayIn(peter, x, concert) ∧ PlayIn(oliver, y, concert))
∀x (PlayIn(oliver, x, concert) → ¬PlayIn(peter, y, concert))","GoodAtPlaying(peter, piano)",True,True
120,"Finding(cancerBiology, geneticAlteration) ∧ Confer(geneticAlteration, selectiveAdvantage, toCancerCell)
∃x ∃y (CancerResearcher(x) ∧ Ranked(x, importanceOfSubstitutionsToCancerGrowth) ∧ PValue(y) ∧ RankedBy(importanceOfSubstitutionsToCancerGrowth, y))
∀x (PValue(x) → ThresholdForBelief(x) ∧ ¬MetricOfEffect(x))","∃x ∃y (CancerResearcher(x) ∧ Use(x, cancerEffectSize) ∧ UsedToDetermine(cancerEffectSize, relativeImportanceOfGeneteticAlterations))",Uncertain,False
121,"Finding(cancerBiology, geneticAlteration) ∧ Confer(geneticAlteration, selectiveAdvantage, toCancerCell)
∃x ∃y (CancerResearcher(x) ∧ Ranked(x, importanceOfSubstitutionsToCancerGrowth) ∧ PValue(y) ∧ RankedBy(importanceOfSubstitutionsToCancerGrowth, y))
∀x (PValue(x) → ThresholdForBelief(x) ∧ ¬MetricOfEffect(x))",SelectionIntensitySomaticVariants(pValue),Uncertain,False
122,"Finding(cancerBiology, geneticAlteration) ∧ Confer(geneticAlteration, selectiveAdvantage, toCancerCell)
∃x ∃y (CancerResearcher(x) ∧ Ranked(x, importanceOfSubstitutionsToCancerGrowth) ∧ PValue(y) ∧ RankedBy(importanceOfSubstitutionsToCancerGrowth, y))
∀x (PValue(x) → ThresholdForBelief(x) ∧ ¬MetricOfEffect(x))","Preferred(cancerResearchers, cancerEffectSize)",Uncertain,False
124,"∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",Bioegradable(worksheet),Uncertain,False
125,"∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",¬Bioegradable(worksheet),Uncertain,False
126,"∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",Bad(worksheet),False,False
127,"∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",¬Bad(worksheet),True,True
128,"∀x (Reptile(x) → ¬Have(x, fur))
∀x (Snake(x) → Reptile(x))","∃x (Snake(x) ∧ Have(x, fur))",False,False
132,"∀x (Bird(x) → ¬Ectothermic(x))
∀x (Penguin(x) → Bird(x))
∀x (Animal(x) → Ectothermic(x) ∨ Endothermic(x))
∀x (Endothermic(x) → ProduceWithIn(x, heat, body))
Animal(ron) ∧ Animal(henry)
¬Bird(ron) ∧ ¬ProduceWithIn(ron, heat, body)
¬Cat(henry) ∧ ¬ProduceWithIn(henry, heat, body)",Cat(ron),Uncertain,False
133,"∀x (Bird(x) → ¬Ectothermic(x))
∀x (Penguin(x) → Bird(x))
∀x (Animal(x) → Ectothermic(x) ∨ Endothermic(x))
∀x (Endothermic(x) → ProduceWithIn(x, heat, body))
Animal(ron) ∧ Animal(henry)
¬Bird(ron) ∧ ¬ProduceWithIn(ron, heat, body)
¬Cat(henry) ∧ ¬ProduceWithIn(henry, heat, body)",Penguin(henry) ⊕ Endothermic(henry),False,False
134,"∀x (Bird(x) → ¬Ectothermic(x))
∀x (Penguin(x) → Bird(x))
∀x (Animal(x) → Ectothermic(x) ∨ Endothermic(x))
∀x (Endothermic(x) → ProduceWithIn(x, heat, body))
Animal(ron) ∧ Animal(henry)
¬Bird(ron) ∧ ¬ProduceWithIn(ron, heat, body)
¬Cat(henry) ∧ ¬ProduceWithIn(henry, heat, body)",¬(Penguin(ron) ⊕ Endothermic(henry)),True,True
135,"Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)","∃x (Discover(yevgenykurochkin, x) ∧ BirdGenus(x))",True,True
136,"Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)","∃x (KnownSpeciesOf(x, ambiortus) ∧ ¬LiveIn(x, mongolia))",False,False
137,"Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)","LiveIn(yevgenykurochkin, mongolia)",Uncertain,False
139,"∀x (Know(x, breathFirstSearch) → Know(x, howToUseQueue))
∀x (Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google) → Know(x, breathFirstSearch))
∀x ((Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google)) ∨ Have(x, humanRights))
∀x (Have(x, humanRights) → EntitledTo(x, rightToLifeAndLiberty))
∀x (Know(x, howToUseQueue) → Know(x, firstInFirstOutDataStructure))
∀x (EntitledTo(x, rightToLifeAndLiberty) → ¬DeprivedOfWithout(x, rights, dueProcessOfLaw))
(EntitledTo(jack, rightToLifeAndLiberty) ∨ Have(jack, humanRights) ∨ Know(jack, firstInFirstOutDataStructure))","Seasoned(jack) ∧ SoftwareEngineerInterviewer(jack) ∧ At(jack, google)",Uncertain,False
141,"∀x (Know(x, breathFirstSearch) → Know(x, howToUseQueue))
∀x (Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google) → Know(x, breathFirstSearch))
∀x ((Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google)) ∨ Have(x, humanRights))
∀x (Have(x, humanRights) → EntitledTo(x, rightToLifeAndLiberty))
∀x (Know(x, howToUseQueue) → Know(x, firstInFirstOutDataStructure))
∀x (EntitledTo(x, rightToLifeAndLiberty) → ¬DeprivedOfWithout(x, rights, dueProcessOfLaw))
(EntitledTo(jack, rightToLifeAndLiberty) ∨ Have(jack, humanRights) ∨ Know(jack, firstInFirstOutDataStructure))","DeprivedOfWithout(jack, rights, dueProcessOfLaw)",False,False
142,"RenamedAs(fortCarillon, fortTiconderoga)
Built(pierredeRigauddeVaudreuil, fortCarillon)
LocatedIn(fortCarillon, newFrance)
¬LocatedIn(newFrance, europe) ","∃x (Built(pierredeRigauddeVaudreuil, x) ∧ LocatedIn(x, newFrance))",True,True
143,"RenamedAs(fortCarillon, fortTiconderoga)
Built(pierredeRigauddeVaudreuil, fortCarillon)
LocatedIn(fortCarillon, newFrance)
¬LocatedIn(newFrance, europe) ","∃x (Built(pierredeRigauddeVaudreuil, x) ∧ LocatedIn(x, newEngland))",Uncertain,False
144,"RenamedAs(fortCarillon, fortTiconderoga)
Built(pierredeRigauddeVaudreuil, fortCarillon)
LocatedIn(fortCarillon, newFrance)
¬LocatedIn(newFrance, europe) ","LocatedIn(fortCarillon, europe)",Uncertain,False
145,"∀x (ProfessionalSoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalCenterback(x) → ProfessionalSoccerDefender(x))
(NBAPlayer(stephencurry) ⊕ ProfessionalSoccerPlayer(stephencurry)) → ProfessionalBasketballPlayer(stephencurry)",NBAPlayer(stephenCurry),Uncertain,False
146,"∀x (ProfessionalSoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalCenterback(x) → ProfessionalSoccerDefender(x))
(NBAPlayer(stephencurry) ⊕ ProfessionalSoccerPlayer(stephencurry)) → ProfessionalBasketballPlayer(stephencurry)",ProfessionalCenterback(stephenCurry),False,False
148,"∀x (Song(x) → ¬Visual(x))
∀x (FolkSong(x) → Song(x))
∀x (Video(x) → Visual(x))
∀x (Movie(x) → Video(x))
∀x (ScifiMovie(x) → Movie(x))
ScifiMovie(inception)
¬FolkSong(mac) ∧ ¬ScifiMovie(mac)",FolkSong(inception),False,False
149,"∀x (Song(x) → ¬Visual(x))
∀x (FolkSong(x) → Song(x))
∀x (Video(x) → Visual(x))
∀x (Movie(x) → Video(x))
∀x (ScifiMovie(x) → Movie(x))
ScifiMovie(inception)
¬FolkSong(mac) ∧ ¬ScifiMovie(mac)",¬FolkSong(inception),True,True
150,"∀x (Song(x) → ¬Visual(x))
∀x (FolkSong(x) → Song(x))
∀x (Video(x) → Visual(x))
∀x (Movie(x) → Video(x))
∀x (ScifiMovie(x) → Movie(x))
ScifiMovie(inception)
¬FolkSong(mac) ∧ ¬ScifiMovie(mac)",Video(inception) ⊕ FolkSong(inception),True,True
151,"∀x (Song(x) → ¬Visual(x))
∀x (FolkSong(x) → Song(x))
∀x (Video(x) → Visual(x))
∀x (Movie(x) → Video(x))
∀x (ScifiMovie(x) → Movie(x))
ScifiMovie(inception)
¬FolkSong(mac) ∧ ¬ScifiMovie(mac)",Video(mac),Uncertain,False
