id,NLpremise,NLconclusion,premise-FOL,conclusion-FOL,LLM-conclusion-FOL,label,prover9_answer
258,"Walter Folger Brown was an American politician and lawyer who served as the postmaster general.
Walter Folger Brown graduated from Harvard University with a Bachelor of Arts.
While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.
Katherin Hafer married Walter Folger Brown.",Walter Folger Brown graduated with a Bachelor of Arts.,"AmericanPolitician(walterBrown) ∧ Lawyer(walterBrown) ∧ ServedAs(walterBrown, postMasterGeneral)
Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)
∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))
Married(katherinHafer, walterBrown)","GraduatedWith(walterBrown, bachelorsOfArt)","GraduatedWith(walterFolgerBrown, bachelorOfArts)",True,Uncertain
260,"Walter Folger Brown was an American politician and lawyer who served as the postmaster general.
Walter Folger Brown graduated from Harvard University with a Bachelor of Arts.
While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.
Katherin Hafer married Walter Folger Brown.",Walter Folger Brown's father was in Toledo.,"AmericanPolitician(walterBrown) ∧ Lawyer(walterBrown) ∧ ServedAs(walterBrown, postMasterGeneral)
Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)
∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))
Married(katherinHafer, walterBrown)","∃t(In(walterBrownFather, toledo, t))","IsIn(WFBFather, Toledo)",True,Uncertain
261,"Sūduva Marijampolė holds the Lithuanian Super Cup.
Sūduva Marijampolė is a soccer team.",Some soccer team holds the Lithuanian Super Cup.,"Holds(suduva, theLithuanianSuperCup)
SoccerTeam(suduva)","∃x (SoccerTeam(x) ∧ Holds(x, theLithuanianSuperCup))","exists x (SoccerTeam(x) & Holds(x, lithuanianSuperCup))",True,Uncertain
263,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.",Taiga vole's living place is not cold.,"Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)
LikePlayingWith(cat, taigaVole)
LiveIn(taigaVole, borealTaigaZone)
∀x ((LiveIn(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, coldPlace))","¬LiveIn(taigaVole, coldPlace)",-ColdPlaceToLiveIn(borealTaigaZone),False,Uncertain
264,"Ainderby Quernhow is a village and civil parish in the Hambleton District.
Hambleton District is in North Yorkshire.
North Yorkshire is in England.
If place A is located in place B and place B is located in place C, then place A is located in place C.",There is a village in England.,"Village(ainderbyQuernhow) ∧ CivilParish(ainderbyQuernhow) ∧ In(ainderbyQuernhow, hambletonDistrict)
In(hambletonDistrict, northYorkshire)
In(northYorkshire, england)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","∃x (Village(x) ∧ In(x, england))","exists x (Village(x) & LocatedIn(x, England))",True,Uncertain
265,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.",The Chronicles of Narnia series of books is not Heptalogy.,"∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)",¬Heptalogy(chroniclesOfNarnia),-IsHeptalogy(chroniclesOfNarnia),False,Uncertain
267,"Ainderby Quernhow is a village and civil parish in the Hambleton District.
Hambleton District is in North Yorkshire.
North Yorkshire is in England.
If place A is located in place B and place B is located in place C, then place A is located in place C.",There is no civil parish in England.,"Village(ainderbyQuernhow) ∧ CivilParish(ainderbyQuernhow) ∧ In(ainderbyQuernhow, hambletonDistrict)
In(hambletonDistrict, northYorkshire)
In(northYorkshire, england)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","¬(∃x (CivilParish(x) ∧ In(x, england)))","all x (CivilParish(x) -> -IsIn(x, england))",False,Uncertain
271,"Hugh Vanstone is one of the world's leading lighting designers. 
Hugh Vanstone is from the UK.
Hugh Vanstone has lit more than 160 productions.
Hugh Vanstone attended a school where he is from.",Hugh Vanstone is one of the world's leading lighting designers and is from the UK.,"WorldLeadingLightingDesigner(hughVanstone)
From(hughVanstone, unitedKingdom)
∃x(GreaterThan(x, num160) ∧ LitProductions(hughVanstone,x))
∃x(Hometown(hughVanstone,x) ∧ AttendedSchoolIn(hughVanstone,x))","WorldLeadingLightingDesigner(hughVanstone) ∧ From(hughVanstone, unitedKingdom)","LeadingLightingDesigner(HughVanstone) & From(HughVanstone, UK)",True,Uncertain
274,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.",Cats like playing with taiga vole.,"Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)
LikePlayingWith(cat, taigaVole)
LiveIn(taigaVole, borealTaigaZone)
∀x ((LiveIn(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, coldPlace))","LikePlayingWith(cat, taigaVole)","all c (Cat(c) -> LikesPlayingWith(c, taigaVole))",True,Uncertain
275,"Douglas Adams is an author who created the book collection called The Salmon of Doubt. 
The Salmon of Doubt is about life experiences and technology.
All authors are writers.
Writers create innovative ideas.
Some books that contain innovative ideas are about technology.",Douglas Adams created innovative ideas.,"Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)
About(theSalmonOfDoubt, lifeExperience) ∧ About(theSalmonOfDoubt, technology)
∀x (Author(x) → Writer(x))
∀x (Writer(x) → Create(x, innovativeIdea))
∃x ∃y (Contain(x, innovativeIdea) ∧ About(x, technology) ∧ (¬(x=y)) ∧ (Contain(y, innovativeIdea) ∧ About(y, technology)))","Create(douglasAdams, innovativeIdea)","exists y (InnovativeIdea(y) & Creates(DouglasAdams, y))",True,Uncertain
277,"Neocrepidodera Corpulentas are flea beetles or moths, or both.
Neocrepidodera Corpulentas are in the Chrysomelidae family.
There are no moths within the Chrysomelidae family.
There is a Neocrepidodera Corpulenta.",There is a flea beetle within the Chrysomelidae family.,"∀x (NeocrepidoderaCorpulenta(x) → (FleaBeetle(x) ∨ Moth(x)))
∀x (NeocrepidoderaCorpulenta(x) → In(x, chrysomelidaeFamily))
∀x (In(x, chrysomelidaeFamily) → ¬Moth(x))
∃x (NeocrepidoderaCorpulenta(x))","∃x (FleaBeetle(x) ∧ In(x, chrysomelidaeFamily))",exists x (FB(x) & Chrysomelidae(x)),True,Uncertain
278,"Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.
Knuth has been called the ""father of the analysis of algorithms.""","A mathematician has been called the ""father of the analysis of algorithms"".","American(donaldErvinKnuth) ∧ ComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorEmeritusAt(donaldErvinKnuth, stanford)
Called(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)","∃x (Mathematician(x) ∧ Called(x, fatherOfTheAnalysisOfAlgorithms))",exists x (Mathematician(x) & CalledFatherOfAlgorithms(x)),True,Uncertain
280,"Neocrepidodera Corpulentas are flea beetles or moths, or both.
Neocrepidodera Corpulentas are in the Chrysomelidae family.
There are no moths within the Chrysomelidae family.
There is a Neocrepidodera Corpulenta.",There are no flea beetles within the Chrysomelidae family.,"∀x (NeocrepidoderaCorpulenta(x) → (FleaBeetle(x) ∨ Moth(x)))
∀x (NeocrepidoderaCorpulenta(x) → In(x, chrysomelidaeFamily))
∀x (In(x, chrysomelidaeFamily) → ¬Moth(x))
∃x (NeocrepidoderaCorpulenta(x))","∀x (FleaBeetle(x) → ¬In(x, chrysomelidaeFamily))",all x (FB(x) -> -CF(x)),False,Uncertain
284,"Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.
Knuth has been called the ""father of the analysis of algorithms.""","An American scientist has been called the ""father of the analysis of algorithms"".","American(donaldErvinKnuth) ∧ ComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorEmeritusAt(donaldErvinKnuth, stanford)
Called(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)","∃x (American(x) ∧ ComputerScientist(x) ∧ Called(x, fatherOfTheAnalysisOfAlgorithms))","exists x (American(x) & Scientist(x) & CalledFatherOf(x, analysisOfAlgorithms))",True,Uncertain
288,"The Lumina APV is produced by Chevrolet. 
The Astro is a van produced by Chevrolet. 
Vehicles produced by Chevrolet in this batch are either cars or vans.",The Astro is a van.,"ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))",Van(astro),Van(Astro),True,Uncertain
293,"Everyone who works in the office is a commuter. 
People either work in the office or work from home.
Everyone who works from home has a relaxed schedule.
George is either a commuter or has a home office setup. 
If George is either a person who works from home or has a home office setup, then George is a commuter and is not a person who works from home.","If George is not a person who works from home and a person who works in the office, then George is neither a commuter nor a person who has a relaxed schedule.","∀x (WorkIn(x, office) → Commuter(x))
∀x (WorkIn(x, office) ⊕ WorkFrom(x, home))
∀x (WorkFrom(x, home) → Have(x, relaxedSchedule))
Commuter(george) ⊕ Have(george, homeOffice)
(WorkFrom(george, home) ⊕ Have(george, homeOffice)) → ¬WorkFrom(george, home) ∧ Commuter(george)","¬(WorkFrom(george, home) ∧ WorkIn(george, office)) → ¬(Commuter(george) ∨ Have(george, relaxedSchedule))",(-WorksFromHome(george) & WorksInOffice(george)) -> (-Commuter(george) & -HasRelaxedSchedule(george)),False,Uncertain
294,"Everyone who works in the office is a commuter. 
People either work in the office or work from home.
Everyone who works from home has a relaxed schedule.
George is either a commuter or has a home office setup. 
If George is either a person who works from home or has a home office setup, then George is a commuter and is not a person who works from home.","If George is either a person who has a home office setup and a person who works in the office, or neither a person who has a home office setup nor a person who works in the office, then George is either a person who works from home or a person who has a relaxed schedule.","∀x (WorkIn(x, office) → Commuter(x))
∀x (WorkIn(x, office) ⊕ WorkFrom(x, home))
∀x (WorkFrom(x, home) → Have(x, relaxedSchedule))
Commuter(george) ⊕ Have(george, homeOffice)
(WorkFrom(george, home) ⊕ Have(george, homeOffice)) → ¬WorkFrom(george, home) ∧ Commuter(george)","¬(Have(george, homeOffice) ⊕ WorkIn(george, office)) → (WorkFrom(george, home) ⊕ Have(george, relaxedSchedule))",((HasHomeOfficeSetup(george) & WorksInOffice(george)) | -(HasHomeOfficeSetup(george) | WorksInOffice(george))) -> (WorksFromHome(george) | HasRelaxedSchedule(george)),True,Uncertain
296,"Quiksilver sells sportswear, clothing, footwear, and accessories.
Flannels are a type of clothing.
Joe owns an item from Quiksilver.","Joe owns at least one piece of sportswear, clothing, footwear, or accessory","∀x (Sells(quiksilver, x) → (Sportswear(x) ∨ Clothing(x) ∨ Footwear(x) ∨ Accessory(x)))
Clothing(flannel)
∃x (Sells(quiksilver, x) ∧ Owns(joe, x))","∃x (Owns(joe, x) ∧ Sportswear(x) ∨ Clothing(x) ∨ Footwear(x) ∨ Accessory(x))","exists x (Owns(Joe, x) & (Sportswear(x) | Clothing(x) | Footwear(x) | Accessory(x)))",True,Uncertain
301,"Jason Kramer is an American music supervisor.
Some American radio personalities are also music supervisors. 
Anyone who hosts a show on a public radio station is a radio personality.
Joe Rogan is a radio personality.
Jason Kramer hosted a show on a public radio station.",Jason Kramer is a music supervisor.,"MusicSupervisor(jasonKramer) ∧ American(jasonKramer)
∃x ∃y (American(x) ∧ MusicSupervisor(x) ∧ RadioPersonality(x) ∧ (¬(x=y)) ∧ American(y) ∧ MusicSupervisor(y) ∧ RadioPersonality(y))
∀x ∀y((HostShowOn(x, y) ∧ PublicRadioStation(x)) → RadioPersonality(x))
RadioPersonality(joeRogan)
∃x(HostShowOn(jasonKramer, x) ∧ PublicRadioStation(x))",MusicSupervisor(jasonKramer),MusicSupervisor(JasonKramer),True,Uncertain
302,"No payment cards issued by Russian banks can be used with ApplePay.
All MIR payment cards are issued by Russian banks.
Some international payment cards can be used with ApplePay.
Social payments in Russia can only be transferred to MIR payment cards.
Bank of America payment cards can be used with ApplePay.",Bank of America payment cards are international and can be used to transfer social payments in Russia.,"∀x ∀y (PaymentCard(x) ∧ RussianBank(y) ∧ IssuedBy(x, y) → ¬UsedWith(x, applePay))
∀x ∀y (PaymentCard(x) ∧ MIR(x) → RussianBank(y) ∧ IssuedBy(x, y))
∃x (PaymentCard(x) ∧ International(x) → UsedWith(x, applePay))
∀x ∀y (SocialPayment(x) ∧TransferredTo(x, y) → PaymentCard(y) ∧ MIR(y))
PaymentCard(bankOfAmerica) ∧ UsedWith(bankOfAmerica, applePay)","∀x (PaymentCard(bankOfAmerica) ∧ International(bankOfAmerica) ∧ SocialPayment(x) ∧TransferredTo(x, bankOfAmerica))",all x (BankOfAmericaPaymentCard(x) -> InternationalPaymentCard(x) & CanTransferSocialPaymentsInRussia(x)),False,Uncertain
310,"""Your Woman"" is a song by the British one-person band White Town.
""Your Woman"" song peaked at No. 1 on the UK Singles Chart.
If a song peaked at No.1 at a particular place, it was extremely popular.
""Your Woman"" peaked at No. 1 in Iceland, Israel, and Spain.","""Your Woman"" was extremely popular.","Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)
Peak(yourWoman, uKSinglesChart)
∀x ((∃y(Peak(x, y))) → Popular(x))
Peak(yourWoman, iceland) ∧ Peak(yourWoman, israel) ∧ Peak(yourWoman, spain)",Popular(yourWoman),ExtremelyPopular(YourWoman),True,Uncertain
311,"If Max listens to music, he either listens to classical music or rap.
All the classical songs that Max listens to are from the 12th century. 
If Max is listening to a rap song, then the song is by Kanye West. 
All songs by Kanye West are full of lyrics. 
All songs that are full of lyrics need to be written with words
It is not true that “As it was” by Harry Styles is classical music that Max listens to and is from the 12th century.
Max listens to ""As it was"" by Harry Styles.",“As it was” by Harry Styles needs to be written with words.,"∀x (MaxListenTo(x) → (ClassicalMusic(x) ⊕ Rap(x)))
∀x (MaxListenTo(x) ∧ ClassicalMusic(x) → Song(x) ∧ From(x, 12thCentury))
∀x (MaxListenTo(x) ∧ Rap(x) → Song(x) ∧ By(x, kanyeWest))
∀x (Song(x) ∧ By(x, kanyeWest) → Song(x) ∧ FullOfLyrics(x))
∀x (Song(x) ∧ FullOfLyrics(x) → NeedToBeWrittenWith(x, words))
¬(ClassicalMusic(asItWasByHarryStyles) ∧ Song(asItWasByHarryStyles) ∧ From(asItWasByHarryStyles, 12thCentury))
MaxListenTo(asItWasByHarryStyles)","NeedToBeWrittenWith(asItWasByHarryStyles, words)",NeedsToBeWrittenWithWords(AsItWas),True,Uncertain
315,"""Your Woman"" is a song by the British one-person band White Town.
""Your Woman"" song peaked at No. 1 on the UK Singles Chart.
If a song peaked at No.1 at a particular place, it was extremely popular.
""Your Woman"" peaked at No. 1 in Iceland, Israel, and Spain.",White Town did not produce any popular songs.,"Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)
Peak(yourWoman, uKSinglesChart)
∀x ((∃y(Peak(x, y))) → Popular(x))
Peak(yourWoman, iceland) ∧ Peak(yourWoman, israel) ∧ Peak(yourWoman, spain)","∀x (Produce(whiteTown, x) → ¬Popular(x))","all s (ProducedBy(s, whiteTown) -> -ExtremelyPopular(s))",False,Uncertain
317,"All functions that represent straight lines on the coordinate plane are linear functions. 
No linear functions are non-convex functions.
A function is either a non-convex fuction or a convex function.
All quasi-convex functions are real-valued functions.
All convex functions are quasi-convex functions. 
The maximum of quasiconvex functions is a function.
The maximum of quasiconvex functions is a function that represents straight lines on the coordinate plane or it is a convex function or it is not a non-convex function.",The maximum of quasiconvex functions is not a real-valued function.,"∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))
∀x (LinearFunction(x) → ¬NonConvexFunction(x))
∀x (Function(x) → NonConvexFunction(x) ⊕ ConvexFunction(x))
∀x (QuasiConvexFunction(x) → RealValuedFunction(x))
∀x (ConvexFunction(x) → QuasiConvexFunction(x))
Function(maximumOfQuasiConvexFunction)
(Function(maximumOfQuasiConvexFunction) ∧ RepresentOn(maximumOfQuasiConvexFunction, straightLine, coordinatePlane)) ∨ ConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬NonConvexFunction(maximumOfQuasiConvexFunction)",¬RealValuedFunction(maximumOfQuasiConvexFunction),-IsRealValuedFunction(MaxQuasiConvexFunctions),False,Uncertain
