story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id
171,"Some fish stings people.
Stonefish is a fish.
Stonefish stings when stepped on. 
If a stonefish stings someone and they are not treated, it can cause death to them.
To treat stonefish stings, apply heat to the affected area or use an antivenom.","∃x ∃y (Fish(x) → Sting(x,y))
Fish(stonefish)
∀x (SteppedOnBy(stonefish, x) → Sting(stonefish, x))
∀x (Sting(stonefish, x) ∧ ¬Treated(x) → CauseDeathTo(stonefish, x))
∀x (Sting(stonefish, x) ∧ (ApplyHeatTo(x) ∨ UseAntivenomOn(x)) → Treated(x))","If you step on a stonefish and apply heat to the affected area, it can cause death to you.","∀x (SteppedOnBy(stonefish, x) ∧ ApplyHeatTo(x)  → CauseDeathTo(stonefish, x))",Uncertain,493
417,"Some monitors made by LG have a type-c port.
Monitors that have a type-c port were not made before 2010.
All monitors in the library are made before 2010. 
The L-2021 monitor is either used in the library or has a type-c port.
The L-2021 monitor is either both produced before 2010 and made by LG, or neither is true.","∃x (Monitor(x) ∧ ProducedBy(x, lG) ∧ Have(x, typeCPort) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, lG) ∧ Have(y, typeCPort))
∀x (Have(x, typeCPort) → ¬ProducedBefore(x, yr2010))
∀x ((Monitor(x) ∧ In(x, library)) → ProducedBefore(x, yr2010))
Monitor(l2021) ∧ (In(l2021, library) ⊕ Have(l2021, typeCPort))
¬(ProducedBefore(l2021, yr2010) ⊕ ProducedBy(l2021, lG))",The monitor L-2021 is in the library.,"In(l2021, library)",Uncertain,1173
417,"Some monitors made by LG have a type-c port.
Monitors that have a type-c port were not made before 2010.
All monitors in the library are made before 2010. 
The L-2021 monitor is either used in the library or has a type-c port.
The L-2021 monitor is either both produced before 2010 and made by LG, or neither is true.","∃x (Monitor(x) ∧ ProducedBy(x, lG) ∧ Have(x, typeCPort) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, lG) ∧ Have(y, typeCPort))
∀x (Have(x, typeCPort) → ¬ProducedBefore(x, yr2010))
∀x ((Monitor(x) ∧ In(x, library)) → ProducedBefore(x, yr2010))
Monitor(l2021) ∧ (In(l2021, library) ⊕ Have(l2021, typeCPort))
¬(ProducedBefore(l2021, yr2010) ⊕ ProducedBy(l2021, lG))",The monitor L-2021 is either in the library or produced by LG.,"In(l2021, library) ⊕ ProducedBy(l2021, lG)",False,1174
417,"Some monitors made by LG have a type-c port.
Monitors that have a type-c port were not made before 2010.
All monitors in the library are made before 2010. 
The L-2021 monitor is either used in the library or has a type-c port.
The L-2021 monitor is either both produced before 2010 and made by LG, or neither is true.","∃x (Monitor(x) ∧ ProducedBy(x, lG) ∧ Have(x, typeCPort) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, lG) ∧ Have(y, typeCPort))
∀x (Have(x, typeCPort) → ¬ProducedBefore(x, yr2010))
∀x ((Monitor(x) ∧ In(x, library)) → ProducedBefore(x, yr2010))
Monitor(l2021) ∧ (In(l2021, library) ⊕ Have(l2021, typeCPort))
¬(ProducedBefore(l2021, yr2010) ⊕ ProducedBy(l2021, lG))",The L-2021 monitor either has a type-c port or is produced by LG.,"Have(l2021, typeCPort) ⊕ ProducedBy(l2021, lG)",True,1175
417,"Some monitors made by LG have a type-c port.
Monitors that have a type-c port were not made before 2010.
All monitors in the library are made before 2010. 
The L-2021 monitor is either used in the library or has a type-c port.
The L-2021 monitor is either both produced before 2010 and made by LG, or neither is true.","∃x (Monitor(x) ∧ ProducedBy(x, lG) ∧ Have(x, typeCPort) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, lG) ∧ Have(y, typeCPort))
∀x (Have(x, typeCPort) → ¬ProducedBefore(x, yr2010))
∀x ((Monitor(x) ∧ In(x, library)) → ProducedBefore(x, yr2010))
Monitor(l2021) ∧ (In(l2021, library) ⊕ Have(l2021, typeCPort))
¬(ProducedBefore(l2021, yr2010) ⊕ ProducedBy(l2021, lG))","If the L-2021 monitor is either in the library and produced by LG, or neither in the library nor produced by LG,  then L-2021 neither has a type-c port nor is produced by LG.","¬(In(l2021, library) ⊕ ProducedBy(l2021, lG)) → (¬Have(x, typeCPort) ∧ ¬ProducedBy(x, lG))",False,1176
417,"Some monitors made by LG have a type-c port.
Monitors that have a type-c port were not made before 2010.
All monitors in the library are made before 2010. 
The L-2021 monitor is either used in the library or has a type-c port.
The L-2021 monitor is either both produced before 2010 and made by LG, or neither is true.","∃x (Monitor(x) ∧ ProducedBy(x, lG) ∧ Have(x, typeCPort) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, lG) ∧ Have(y, typeCPort))
∀x (Have(x, typeCPort) → ¬ProducedBefore(x, yr2010))
∀x ((Monitor(x) ∧ In(x, library)) → ProducedBefore(x, yr2010))
Monitor(l2021) ∧ (In(l2021, library) ⊕ Have(l2021, typeCPort))
¬(ProducedBefore(l2021, yr2010) ⊕ ProducedBy(l2021, lG))","If the monitor L-2021 is either produced by LG and produced before 2010 or neither produced by LG nor produced before 2010,  then L-2021 is either in the library or produced by LG.","¬(ProducedBefore(l2021, year2010) ⊕ ProducedBy(l2021, lG)) → (In(l2021, library) ⊕ ProducedBy(l2021, lG))",False,1177
377,"Everything is either outside the solar system or in the solar system. 
Nothing outside the solar system has the Sun as its star.
Everything in the solar system is gravitationally bound by the Sun.
No planets gravitationally bound by the Sun are rogue planets. 
All orphan planets are rogue planets.
If PSO J318.5−22 is not both a rogue planet and a planet gravitationally bound by the Sun, then it is a rogue planet.","∀x (Outside(x, solarSystem) ⊕ In(x, solarSystem))
∀x (Outside(x, solarSystem) → ¬SunAs(x, star))
∀x (In(x, solarSystem) → BoundBy(x, sun, gravitationally))
∀x (Planet(x) ∧ BoundBy(x, sun, gravitationally) → ¬(Planet(x) ∧ Rogue(x)))
∀x (Planet(x) ∧ Orphan(x) → Planet(x) ∧ Rogue(x))
¬(Planet(pSOJ318522) ∧ Rogue(pSOJ318522) ∧ BoundBy(pSOJ318522, sun, gravitationally)) → (Planet(pSOJ318522) ∧ Rogue(pSOJ318522))",PSO J318.5−22 is an orphan planet.,Planet(pSOJ3185_22) ∧ Orphan(pSOJ3185_22),Uncertain,1005
377,"Everything is either outside the solar system or in the solar system. 
Nothing outside the solar system has the Sun as its star.
Everything in the solar system is gravitationally bound by the Sun.
No planets gravitationally bound by the Sun are rogue planets. 
All orphan planets are rogue planets.
If PSO J318.5−22 is not both a rogue planet and a planet gravitationally bound by the Sun, then it is a rogue planet.","∀x (Outside(x, solarSystem) ⊕ In(x, solarSystem))
∀x (Outside(x, solarSystem) → ¬SunAs(x, star))
∀x (In(x, solarSystem) → BoundBy(x, sun, gravitationally))
∀x (Planet(x) ∧ BoundBy(x, sun, gravitationally) → ¬(Planet(x) ∧ Rogue(x)))
∀x (Planet(x) ∧ Orphan(x) → Planet(x) ∧ Rogue(x))
¬(Planet(pSOJ318522) ∧ Rogue(pSOJ318522) ∧ BoundBy(pSOJ318522, sun, gravitationally)) → (Planet(pSOJ318522) ∧ Rogue(pSOJ318522))","PSO J318.5−22 is an orphan planet or it does not have the Sun as its star, or both.","(Planet(pSOJ3185_22) ∧ Orphan(pSOJ3185_22)) ∨ ¬SunAs(pSOJ3185_22, star)",True,1006
377,"Everything is either outside the solar system or in the solar system. 
Nothing outside the solar system has the Sun as its star.
Everything in the solar system is gravitationally bound by the Sun.
No planets gravitationally bound by the Sun are rogue planets. 
All orphan planets are rogue planets.
If PSO J318.5−22 is not both a rogue planet and a planet gravitationally bound by the Sun, then it is a rogue planet.","∀x (Outside(x, solarSystem) ⊕ In(x, solarSystem))
∀x (Outside(x, solarSystem) → ¬SunAs(x, star))
∀x (In(x, solarSystem) → BoundBy(x, sun, gravitationally))
∀x (Planet(x) ∧ BoundBy(x, sun, gravitationally) → ¬(Planet(x) ∧ Rogue(x)))
∀x (Planet(x) ∧ Orphan(x) → Planet(x) ∧ Rogue(x))
¬(Planet(pSOJ318522) ∧ Rogue(pSOJ318522) ∧ BoundBy(pSOJ318522, sun, gravitationally)) → (Planet(pSOJ318522) ∧ Rogue(pSOJ318522))","If PSO J318.5−22 is an orphan planet or it does not have the Sun as the star, or both, then PSO J318.5−22 neither is an orphan planet nor does it have the Sun as the star.","(Planet(pSOJ3185_22) ∧ Orphan(pSOJ3185_22)) ∨ ¬SunAs(pSOJ3185_22, star) → (¬(Planet(pSOJ3185_22) ∧ Orphan(pSOJ3185_22)) ∧ ¬SunAs(pSOJ3185_22, star))",False,1007
180,"Sam is doing a project.
A project is written either in C++ or Python.
If Sam does a project written in Python, he will not use a Mac.
Sam is using a Mac.
If Sam uses a Mac, he will play a song.
If a song is not titled ""Perfect,"" Sam will never play it.","∃x (Project(x) ∧ Do(sam, x))
∀x (Project(x) → (WrittenIn(x, cplusplus) ⊕ WrittenIn(x, python)))
∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))
Use(sam, mac)
∃x (Use(sam, mac) ∧ Song(x) → Play(sam, x))
∀x (Song(x) ∧ Play(sam, x) → Titled(x, perfect))",The project Sam is doing is written in C++.,"∀x (Project(x) ∧ Do(sam, x) ∧ WrittenIn(x, cplusplus))",True,518
180,"Sam is doing a project.
A project is written either in C++ or Python.
If Sam does a project written in Python, he will not use a Mac.
Sam is using a Mac.
If Sam uses a Mac, he will play a song.
If a song is not titled ""Perfect,"" Sam will never play it.","∃x (Project(x) ∧ Do(sam, x))
∀x (Project(x) → (WrittenIn(x, cplusplus) ⊕ WrittenIn(x, python)))
∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))
Use(sam, mac)
∃x (Use(sam, mac) ∧ Song(x) → Play(sam, x))
∀x (Song(x) ∧ Play(sam, x) → Titled(x, perfect))","The song Sam is playing is titled ""Perfect"".","∀x (Song(x) ∧ Play(sam, x) ∧ Titled(x, perfect))",Uncertain,519
180,"Sam is doing a project.
A project is written either in C++ or Python.
If Sam does a project written in Python, he will not use a Mac.
Sam is using a Mac.
If Sam uses a Mac, he will play a song.
If a song is not titled ""Perfect,"" Sam will never play it.","∃x (Project(x) ∧ Do(sam, x))
∀x (Project(x) → (WrittenIn(x, cplusplus) ⊕ WrittenIn(x, python)))
∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))
Use(sam, mac)
∃x (Use(sam, mac) ∧ Song(x) → Play(sam, x))
∀x (Song(x) ∧ Play(sam, x) → Titled(x, perfect))","If a song is titled ""Perfect"", Sam will play it.","∀x (Titled(x, perfect) → Play(sam, x))",Uncertain,520
254,"All rabbits have fur
Some pets are rabbits.","∀x (Rabbit(x) → Have(x, fur))
∃x (Pet(x) ∧ Rabbit(x))",Some pets do not have fur.,"∃x ∃y (Pet(x) ∧ Pet(y) ∧ ¬Have(x, fur) ∧ ¬Have(y, fur))",Uncertain,698
477,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ","∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)",TikTok is a computer program.,ComputerProgram(tikTok),True,1385
477,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ","∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)",TikTok is either ideal for preteens or a computer program.,"IdealFor(tikTok, preteen) ⊕ ComputerProgram(tikTok)",True,1386
477,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ","∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)",TikTok is does not have chat features or it is not a computer program.,"¬Contain(tikTok, chatFeature) ∨ ¬ComputerProgram(tikTok)",False,1387
477,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ","∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)",TikTok either has chat features or is a computer program.,"Contain(tikTok, chatFeature) ⊕ ComputerProgram(tikTok)",False,1388
